d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016
2141,20205,KS,Wilson County,7,1402
2142,12095,FL,Orange County,1,209800
2143,12063,FL,Jackson County,6,9045
2144,40069,OK,Johnston County,7,2355
2145,48289,TX,Leon County,8,3090
2146,18041,IN,Fayette County,7,4071
2147,40075,OK,Kiowa County,6,1981
2148,1021,AL,Chilton County,1,7960
2149,48025,TX,Bee County,4,6798
2150,39159,OH,Union County,1,3194
2151,36025,NY,Delaware County,6,7613
2152,19021,IA,Buena Vista County,7,2338
2153,51165,VA,Rockingham County,3,7575
2154,4007,AZ,Gila County,4,10678
2155,5047,AR,Franklin County,2,3103
2156,45077,SC,Pickens County,2,17297
2157,54101,WV,Webster County,9,2564
2158,37033,NC,Caswell County,8,4265
2159,47169,TN,Trousdale County,1,1244
2160,37097,NC,Iredell County,4,18166
2161,42027,PA,Centre County,3,24173
2162,36087,NY,Rockland County,1,46260
2163,31021,NE,Burt County,8,683
2164,13273,GA,Terrell County,3,2695
2165,36071,NY,Orange County,2,46624
2166,26105,MI,Mason County,7,4355
2167,20137,KS,Norton County,7,640
2168,22027,LA,Claiborne Parish,7,4593
2169,13077,GA,Coweta County,1,13867
2170,20081,KS,Haskell County,9,402
2171,44003,RI,Kent County,1,15726
2172,13193,GA,Macon County,6,3701
2173,38103,ND,Wells County,9,419
2174,42091,PA,Montgomery County,1,49697
2175,31089,NE,Holt County,7,1063
2176,45019,SC,Charleston County,2,57691
2177,28153,MS,Wayne County,7,5145
2178,24033,MD,Prince George's County,1,81629
2179,31043,NE,Dakota County,3,2405
2180,51187,VA,Warren County,1,3922
2181,37173,NC,Swain County,8,2357
2182,40053,OK,Grant County,9,581
2183,19075,IA,Grundy County,3,768
2184,38027,ND,Eddy County,9,229
2185,54025,WV,Greenbrier County,7,5520
2186,26047,MI,Emmet County,7,3841
2187,49029,UT,Morgan County,2,493
2188,48439,TX,Tarrant County,1,270348
2189,21119,KY,Knott County,9,5659
2190,37009,NC,Ashe County,9,4307
2191,17053,IL,Ford County,3,1472
2192,27021,MN,Cass County,9,4445
2193,54059,WV,Mingo County,6,6902
2194,40023,OK,Choctaw County,7,3922
2195,48117,TX,Deaf Smith County,6,3177
2196,34009,NJ,Cape May County,3,10964
2197,55085,WI,Oneida County,7,3352
2198,5051,AR,Garland County,3,17037
2199,2122,AK,Kenai Peninsula Borough,7,6835
2200,39031,OH,Coshocton County,6,4581
2201,18067,IN,Howard County,3,12011
2202,27013,MN,Blue Earth County,5,9397
2203,36059,NY,Nassau County,1,82192
2204,46103,SD,Pennington County,3,15515
2205,48173,TX,Glasscock County,8,114
2206,27129,MN,Renville County,9,1412
2207,36067,NY,Onondaga County,2,65822
2208,27023,MN,Chippewa County,7,1066
2209,54037,WV,Jefferson County,1,5563
2210,51003,VA,Albemarle County,3,8524
2211,12121,FL,Suwannee County,6,8244
2212,37049,NC,Craven County,5,15047
2213,12039,FL,Gadsden County,2,8906
2214,46015,SD,Brule County,9,652
2215,46115,SD,Spink County,7,676
2216,30025,MT,Fallon County,9,262
2217,22023,LA,Cameron Parish,3,841
2218,53021,WA,Franklin County,3,12972
2219,37119,NC,Mecklenburg County,1,127889
2220,46035,SD,Davison County,7,2069
2221,54081,WV,Raleigh County,4,12684
2222,27069,MN,Kittson County,9,466
2223,12011,FL,Broward County,1,256027
2224,30055,MT,McCone County,9,261
2225,48089,TX,Colorado County,6,2985
2226,39047,OH,Fayette County,6,4489
2227,41035,OR,Klamath County,5,12408
2228,31051,NE,Dixon County,3,480
2229,37117,NC,Martin County,6,5175
2230,8041,CO,El Paso County,2,76997
2231,47087,TN,Jackson County,8,2479
2232,39005,OH,Ashland County,4,6235
2233,17201,IL,Winnebago County,2,43858
2234,20039,KS,Decatur County,9,404
2235,38085,ND,Sioux County,8,1543
2236,5065,AR,Izard County,9,2492
2237,37067,NC,Forsyth County,2,62994
2238,36013,NY,Chautauqua County,4,23921
2239,29195,MO,Saline County,6,3436
2240,12009,FL,Brevard County,2,84028
2241,17129,IL,Menard County,3,1191
2242,40025,OK,Cimarron County,9,381
2243,56007,WY,Carbon County,7,1787
2244,16027,ID,Canyon County,2,31525
2245,40125,OK,Pottawatomie County,4,12400
2246,5013,AR,Calhoun County,9,847
2247,13303,GA,Washington County,7,5063
2248,6087,CA,Santa Cruz County,2,35339
2249,18065,IN,Henry County,4,7244
2250,48051,TX,Burleson County,3,2519
2251,54029,WV,Hancock County,3,3876
2252,28077,MS,Lawrence County,8,2502
2253,47037,TN,Davidson County,1,99415
2254,47173,TN,Union County,2,4204
2255,28127,MS,Simpson County,2,6095
2256,51029,VA,Buckingham County,8,2613
2257,19127,IA,Marshall County,4,4755
2258,6025,CA,Imperial County,3,40601
2259,28139,MS,Tippah County,7,5409
2260,20129,KS,Morton County,9,342
2261,38075,ND,Renville County,9,205
2262,30075,MT,Powder River County,9,183
2263,5023,AR,Cleburne County,6,4047
2264,17113,IL,McLean County,3,20429
2265,36097,NY,Schuyler County,6,2684
2266,1007,AL,Bibb County,1,4099
2267,2090,AK,Fairbanks North Star Borough,3,8144
2268,32031,NV,Washoe County,2,56064
2269,13173,GA,Lanier County,3,2316
2270,1011,AL,Bullock County,6,2841
2271,26043,MI,Dickinson County,5,3195
2272,20075,KS,Hamilton County,9,341
2273,6095,CA,Solano County,2,48701
2274,21153,KY,Magoffin County,9,3993
2275,8007,CO,Archuleta County,7,1523
2276,46071,SD,Jackson County,8,1011
2277,22107,LA,Tensas Parish,9,1444
2278,48231,TX,Hunt County,1,14584
2279,29099,MO,Jefferson County,1,22484
2280,30027,MT,Fergus County,7,1619
2281,51550,VA,Chesapeake city,1,20071
2282,47033,TN,Crockett County,8,2491
2283,48295,TX,Lipscomb County,9,426
2284,38011,ND,Bowman County,9,262
2285,47083,TN,Houston County,8,1413
2286,37183,NC,Wake County,2,94001
2287,33007,NH,Coos County,7,4072
2288,26161,MI,Washtenaw County,2,49933
2289,29129,MO,Mercer County,9,498
2290,17067,IL,Hancock County,7,2186
2291,47005,TN,Benton County,7,2831
2292,29033,MO,Carroll County,6,1462
2293,5009,AR,Boone County,7,5670
2294,42075,PA,Lebanon County,3,13361
2295,46041,SD,Dewey County,9,1571
2296,22125,LA,West Feliciana Parish,2,2372
2297,48119,TX,Delta County,1,953
2298,6103,CA,Tehama County,4,13060
2299,1133,AL,Winston County,6,4061
2300,51041,VA,Chesterfield County,1,23468
2301,39071,OH,Highland County,6,8410
2302,40135,OK,Sequoyah County,2,7978
2303,13313,GA,Whitfield County,3,16688
2304,5039,AR,Dallas County,6,1464
2305,40017,OK,Canadian County,1,11232
2306,26059,MI,Hillsdale County,6,6395
2307,48169,TX,Garza County,6,1290
2308,37185,NC,Warren County,8,4999
2309,48121,TX,Denton County,1,65057
2310,47031,TN,Coffee County,4,7705
2311,39077,OH,Huron County,4,7043
2312,13209,GA,Montgomery County,9,1898
2313,31013,NE,Box Butte County,7,1269
2314,50003,VT,Bennington County,6,4815
2315,46043,SD,Douglas County,9,309
2316,47189,TN,Wilson County,1,10632
2317,34013,NJ,Essex County,1,126492
2318,20073,KS,Greenwood County,6,895
2319,30109,MT,Wibaux County,9,116
2320,21079,KY,Garrard County,6,2784
2321,21087,KY,Green County,8,2223
2322,20001,KS,Allen County,7,1907
2323,27055,MN,Houston County,3,1585
2324,45039,SC,Fairfield County,2,4715
2325,12099,FL,Palm Beach County,1,178918
2326,40001,OK,Adair County,6,6347
2327,1055,AL,Etowah County,3,17624
2328,13185,GA,Lowndes County,3,23936
2329,13291,GA,Union County,9,3483
2330,18069,IN,Huntington County,6,3880
2331,1111,AL,Randolph County,6,4839
2332,17099,IL,La Salle County,4,14193
2333,8125,CO,Yuma County,7,1207
2334,48427,TX,Starr County,4,25257
2335,26103,MI,Marquette County,5,9419
2336,48485,TX,Wichita County,3,20099
2337,17071,IL,Henderson County,9,794
2338,39037,OH,Darke County,6,5438
2339,26111,MI,Midland County,4,7771
2340,21125,KY,Laurel County,7,13782
2341,12045,FL,Gulf County,6,2958
2342,1095,AL,Marshall County,4,19703
2343,5001,AR,Arkansas County,6,3237
2344,21185,KY,Oldham County,1,3582
2345,42097,PA,Northumberland County,4,12924
2346,42047,PA,Elk County,7,3025
2347,22075,LA,Plaquemines Parish,1,3575
2348,47151,TN,Scott County,6,4755
2349,42117,PA,Tioga County,6,5289
2350,36029,NY,Erie County,1,126912
2351,32027,NV,Pershing County,8,847
2352,21229,KY,Washington County,8,1851
2353,37169,NC,Stokes County,2,5664
2354,13287,GA,Turner County,6,2329
2355,42085,PA,Mercer County,2,17133
2356,28067,MS,Jones County,4,13630
2357,53045,WA,Mason County,6,8830
2358,17029,IL,Coles County,5,9348
2359,29025,MO,Caldwell County,1,1121
2360,47081,TN,Hickman County,1,4754
2361,1121,AL,Talladega County,4,13864
2362,51131,VA,Northampton County,9,2418
2363,17165,IL,Saline County,7,4795
2364,4003,AZ,Cochise County,4,25424
2365,17155,IL,Putnam County,8,448
2366,37007,NC,Anson County,1,5716
2367,8081,CO,Moffat County,7,1676
2368,31143,NE,Polk County,9,408
2369,12089,FL,Nassau County,1,8242
2370,20035,KS,Cowley County,4,4706
2371,37103,NC,Jones County,8,2088
2372,38021,ND,Dickey County,9,527
2373,47003,TN,Bedford County,6,6885
2374,18139,IN,Rush County,6,2277
2375,40067,OK,Jefferson County,8,1346
2376,48457,TX,Tyler County,6,3548
2377,1085,AL,Lowndes County,2,3252
2378,40097,OK,Mayes County,6,7066
2379,6047,CA,Merced County,3,53417
2380,28157,MS,Wilkinson County,8,2798
2381,39127,OH,Perry County,6,6029
2382,2016,AK,Aleutians West Census Area,7,438
2383,36107,NY,Tioga County,2,6141
2384,47137,TN,Pickett County,9,856
2385,41059,OR,Umatilla County,5,11369
2386,5063,AR,Independence County,7,5727
2387,19027,IA,Carroll County,7,1762
2388,40111,OK,Okmulgee County,2,7817
2389,40007,OK,Beaver County,9,614
2390,18135,IN,Randolph County,6,3801
2391,15001,HI,Hawaii County,5,29962
2392,21065,KY,Estill County,6,3852
2393,46089,SD,McPherson County,9,340
2394,5119,AR,Pulaski County,2,66302
2395,8017,CO,Cheyenne County,9,252
2396,27047,MN,Freeborn County,7,3267
2397,38067,ND,Pembina County,9,629
2398,13131,GA,Grady County,6,5169
2399,27101,MN,Murray County,9,757
2400,40041,OK,Delaware County,6,7294
2401,27043,MN,Faribault County,7,1584
2402,55001,WI,Adams County,8,2624
2403,40051,OK,Grady County,1,7032
2404,13107,GA,Emanuel County,7,5911
2405,39171,OH,Williams County,7,3496
2406,16065,ID,Madison County,6,9274
2407,48141,TX,El Paso County,2,186707
2408,51111,VA,Lunenburg County,9,2231
2409,36053,NY,Madison County,2,7421
2410,18143,IN,Scott County,6,3690
2411,13013,GA,Barrow County,1,9888
2412,6109,CA,Tuolumne County,4,7781
2413,48421,TX,Sherman County,9,397
2414,38001,ND,Adams County,9,216
2415,8055,CO,Huerfano County,6,1425
2416,18159,IN,Tipton County,3,1268
2417,40081,OK,Lincoln County,1,5477
2418,13113,GA,Fayette County,1,6671
2419,17169,IL,Schuyler County,7,823
2420,8019,CO,Clear Creek County,1,753
2421,40153,OK,Woodward County,7,2451
2422,29197,MO,Schuyler County,9,852
2423,40035,OK,Craig County,6,2423
2424,39089,OH,Licking County,1,19680
2425,48447,TX,Throckmorton County,9,228
2426,48343,TX,Morris County,6,2489
2427,51107,VA,Loudoun County,1,13511
2428,13135,GA,Gwinnett County,1,102033
2429,28149,MS,Warren County,4,11200
2430,18051,IN,Gibson County,2,3532
2431,47175,TN,Van Buren County,9,1063
2432,48441,TX,Taylor County,3,22228
2433,39023,OH,Clark County,3,20643
2434,37035,NC,Catawba County,2,19537
2435,22123,LA,West Carroll Parish,9,2535
2436,2170,AK,Matanuska-Susitna Borough,2,9641
2437,48499,TX,Wood County,6,5559
2438,28131,MS,Stone County,3,3367
2439,37019,NC,Brunswick County,2,17406
2440,31041,NE,Custer County,7,1236
2441,38033,ND,Golden Valley County,9,173
2442,13189,GA,McDuffie County,2,4824
2443,13275,GA,Thomas County,4,9359
2444,13047,GA,Catoosa County,2,8505
2445,13005,GA,Bacon County,7,2524
2446,48061,TX,Cameron County,2,121665
2447,40055,OK,Greer County,7,1295
2448,30083,MT,Richland County,7,859
2449,54005,WV,Boone County,2,5466
2450,17199,IL,Williamson County,5,10423
2451,26031,MI,Cheboygan County,7,4486
2452,1125,AL,Tuscaloosa County,3,34384
2453,19139,IA,Muscatine County,4,4540
2454,51135,VA,Nottoway County,6,3042
2455,48153,TX,Floyd County,6,1339
2456,26075,MI,Jackson County,3,20352
2457,6085,CA,Santa Clara County,1,175627
2458,40137,OK,Stephens County,4,7254
2459,12117,FL,Seminole County,1,51750
2460,36005,NY,Bronx County,1,405516
2461,48277,TX,Lamar County,4,9751
2462,54027,WV,Hampshire County,3,3585
2463,48403,TX,Sabine County,9,1779
2464,50019,VT,Orleans County,7,4029
2465,1019,AL,Cherokee County,8,4273
2466,37121,NC,Mitchell County,9,2444
2467,36033,NY,Franklin County,5,8235
2468,18035,IN,Delaware County,3,23202
2469,8031,CO,Denver County,1,95232
2470,30051,MT,Liberty County,9,467
2471,13015,GA,Bartow County,1,15442
2472,29211,MO,Sullivan County,9,1049
2473,20085,KS,Jackson County,3,1173
2474,38105,ND,Williams County,7,2292
2475,47185,TN,White County,7,4624
2476,25027,MA,Worcester County,2,75902
2477,37125,NC,Moore County,4,10766
2478,18097,IN,Marion County,1,173996
2479,1081,AL,Lee County,3,28139
2480,19171,IA,Tama County,6,2063
2481,13319,GA,Wilkinson County,8,1875
2482,48223,TX,Hopkins County,6,5492
2483,27127,MN,Redwood County,7,1359
2484,22077,LA,Pointe Coupee Parish,2,4332
2485,21089,KY,Greenup County,2,6131
2486,12115,FL,Sarasota County,2,43904
2487,17157,IL,Randolph County,6,3850
2488,12086,FL,Miami-Dade County,1,487700
2489,20171,KS,Scott County,7,370
2490,27091,MN,Martin County,7,2363
2491,21097,KY,Harrison County,6,2820
2492,13179,GA,Liberty County,3,9184
2493,28003,MS,Alcorn County,7,6175
2494,48453,TX,Travis County,1,143948
2495,29145,MO,Newton County,3,8251
2496,26063,MI,Huron County,7,4409
2497,39115,OH,Morgan County,6,2714
2498,29157,MO,Perry County,7,1941
2499,48385,TX,Real County,9,609
2500,26051,MI,Gladwin County,6,4459
2501,31103,NE,Keya Paha County,9,127
2502,26055,MI,Grand Traverse County,5,8985
2503,51510,VA,Alexandria city,1,16096
2504,2150,AK,Kodiak Island Borough,7,991
2505,23003,ME,Aroostook County,7,10804
2506,19063,IA,Emmet County,7,1002
2507,36061,NY,New York County,1,274651
2508,41037,OR,Lake County,7,1122
2509,48471,TX,Walker County,4,12123
2510,39137,OH,Putnam County,6,2796
2511,5055,AR,Greene County,6,6709
2512,22067,LA,Morehouse Parish,6,7237
2513,20103,KS,Leavenworth County,1,6464
2514,20093,KS,Kearny County,9,444
2515,19081,IA,Hancock County,7,947
2516,29109,MO,Lawrence County,6,5613
2517,25007,MA,Dukes County,7,1302
2518,13249,GA,Schley County,8,942
2519,55115,WI,Shawano County,6,4794
2520,46081,SD,Lawrence County,6,2907
2521,38025,ND,Dunn County,9,420
2522,47025,TN,Claiborne County,6,7735
2523,37149,NC,Polk County,8,2912
2524,27153,MN,Todd County,6,2978
2525,20025,KS,Clark County,9,231
2526,19091,IA,Humboldt County,7,928
2527,55021,WI,Columbia County,2,4561
2528,48013,TX,Atascosa County,1,7867
2529,31071,NE,Garfield County,9,249
2530,48355,TX,Nueces County,2,53441
2531,48323,TX,Maverick County,5,13759
2532,48227,TX,Howard County,5,5478
2533,17127,IL,Massac County,7,2972
2534,5133,AR,Sevier County,7,3465
2535,1077,AL,Lauderdale County,3,13739
2536,54009,WV,Brooke County,3,2955
2537,18045,IN,Fountain County,6,2145
2538,2290,AK,Yukon-Koyukuk Census Area,8,1266
2539,55091,WI,Pepin County,8,823
2540,24039,MD,Somerset County,3,4992
2541,48147,TX,Fannin County,6,5015
2542,48377,TX,Presidio County,7,1677
2543,36011,NY,Cayuga County,4,9236
2544,22097,LA,St. Landry Parish,4,21994
2545,27033,MN,Cottonwood County,7,1346
2546,6071,CA,San Bernardino County,1,369012
2547,13261,GA,Sumter County,6,8290
2548,31065,NE,Furnas County,9,656
2549,13239,GA,Quitman County,9,632
2550,48159,TX,Franklin County,8,1659
2551,36069,NY,Ontario County,1,10240
2552,27161,MN,Waseca County,7,1661
2553,29085,MO,Hickory County,8,1767
2554,46063,SD,Harding County,9,143
2555,51071,VA,Giles County,3,2032
2556,39079,OH,Jackson County,7,5780
2557,29127,MO,Marion County,5,4000
2558,25013,MA,Hampden County,2,74898
2559,28043,MS,Grenada County,7,4720
2560,41031,OR,Jefferson County,6,3838
2561,48241,TX,Jasper County,6,6652
2562,31057,NE,Dundy County,9,223
2563,24023,MD,Garrett County,6,3692
2564,29131,MO,Miller County,6,4040
2565,48045,TX,Briscoe County,9,226
2566,20143,KS,Ottawa County,9,618
2567,18119,IN,Owen County,3,2827
2568,6107,CA,Tulare County,2,112387
2569,18083,IN,Knox County,4,5952
2570,56029,WY,Park County,7,3173
2571,22099,LA,St. Martin Parish,3,9830
2572,53039,WA,Klickitat County,6,3269
2573,47047,TN,Fayette County,1,5655
2574,24047,MD,Worcester County,4,5792
2575,21157,KY,Marshall County,7,3734
2576,40063,OK,Hughes County,7,2978
2577,21151,KY,Madison County,4,17680
2578,22121,LA,West Baton Rouge Parish,2,4231
2579,29031,MO,Cape Girardeau County,5,11371
2580,48149,TX,Fayette County,6,2750
2581,20005,KS,Atchison County,6,2398
2582,5075,AR,Lawrence County,6,3207
2583,55067,WI,Langlade County,6,2681
2584,19135,IA,Monroe County,7,968
2585,18053,IN,Grant County,4,12585
2586,53049,WA,Pacific County,7,3578
2587,47161,TN,Stewart County,3,2144
2588,8049,CO,Grand County,8,1220
2589,2100,AK,Haines Borough,9,257
2590,47141,TN,Putnam County,4,14046
2591,13027,GA,Brooks County,3,3854
2592,48297,TX,Live Oak County,6,1874
2593,41045,OR,Malheur County,6,6222
2594,51683,VA,Manassas city,1,3980
2595,13029,GA,Bryan County,2,3456
2596,27115,MN,Pine County,6,3306
2597,48203,TX,Harrison County,4,11328
2598,37039,NC,Cherokee County,9,5057
2599,17013,IL,Calhoun County,1,585
2600,39145,OH,Scioto County,4,16051
2601,26143,MI,Roscommon County,7,4129
2602,35061,NM,Valencia County,2,13746
2603,19179,IA,Wapello County,5,5634
2604,55003,WI,Ashland County,7,2179
2605,45033,SC,Dillon County,6,7757
2606,29143,MO,New Madrid County,7,4381
2607,1073,AL,Jefferson County,1,98463
2608,48257,TX,Kaufman County,1,13328
2609,40037,OK,Creek County,2,10895
2610,48319,TX,Mason County,9,543
2611,20191,KS,Sumner County,2,3091
2612,29187,MO,St. Francois County,4,9726
2613,22031,LA,De Soto Parish,2,5669
2614,42003,PA,Allegheny County,1,137017
2615,47165,TN,Sumner County,1,17288
2616,37017,NC,Bladen County,6,8794
2617,17173,IL,Shelby County,6,2521
2618,18075,IN,Jay County,6,2878
2619,13063,GA,Clayton County,1,57057
2620,29079,MO,Grundy County,7,1680
2621,31003,NE,Antelope County,9,707
2622,19085,IA,Harrison County,2,1518
2623,17055,IL,Franklin County,5,8276
2624,5017,AR,Chicot County,7,3066
2625,13073,GA,Columbia County,2,10512
2626,30067,MT,Park County,7,1877
2627,55059,WI,Kenosha County,1,21222
2628,2282,AK,Yakutat Borough,9,101
2629,39091,OH,Logan County,4,5420
2630,18125,IN,Pike County,6,1392
2631,48059,TX,Callahan County,3,2032
2632,30077,MT,Powell County,7,929
2633,1023,AL,Choctaw County,9,2910
2634,47045,TN,Dyer County,5,7402
2635,8089,CO,Otero County,6,4209
2636,21159,KY,Martin County,8,4115
2637,24011,MD,Caroline County,6,4955
2638,28091,MS,Marion County,6,6614
2639,51690,VA,Martinsville city,4,3035
2640,51685,VA,Manassas Park city,1,1231
2641,51047,VA,Culpeper County,6,4766
2642,29183,MO,St. Charles County,1,20198
2643,47011,TN,Bradley County,3,14448
2644,48361,TX,Orange County,2,11751
2645,31079,NE,Hall County,5,7652
2646,19137,IA,Montgomery County,6,1287
2647,41011,OR,Coos County,5,10946
2648,20027,KS,Clay County,7,819
2649,13233,GA,Polk County,6,7609
2650,44001,RI,Bristol County,1,3833
2651,34029,NJ,Ocean County,1,64493
2652,12043,FL,Glades County,6,2672
2653,13271,GA,Telfair County,7,3916
2654,27081,MN,Lincoln County,9,721
2655,21057,KY,Cumberland County,9,1679
2656,51750,VA,Radford city,3,3931
2657,51710,VA,Norfolk city,1,45219
2658,34027,NJ,Morris County,1,26615
2659,48105,TX,Crockett County,7,612
2660,34035,NJ,Somerset County,1,17318
2661,39067,OH,Harrison County,6,2521
2662,12085,FL,Martin County,2,17584
2663,53069,WA,Wahkiakum County,8,523
2664,27009,MN,Benton County,3,3345
2665,30087,MT,Rosebud County,9,1525
2666,16011,ID,Bingham County,6,6181
2667,46067,SD,Hutchinson County,8,872
2668,47115,TN,Marion County,2,5157
2669,48009,TX,Archer County,3,909
2670,42055,PA,Franklin County,4,13779
2671,26005,MI,Allegan County,4,10303
2672,50011,VT,Franklin County,3,5053
2673,20151,KS,Pratt County,7,1048
2674,34011,NJ,Cumberland County,3,26321
2675,40033,OK,Cotton County,6,994
2676,21043,KY,Carter County,6,5932
2677,21211,KY,Shelby County,1,5178
2678,51183,VA,Sussex County,1,2070
2679,21019,KY,Boyd County,2,8356
2680,31063,NE,Frontier County,9,312
2681,5095,AR,Monroe County,7,1909
2682,51530,VA,Buena Vista city,6,975
2683,16071,ID,Oneida County,8,563
2684,28151,MS,Washington County,5,15883
2685,18025,IN,Crawford County,8,1797
2686,25003,MA,Berkshire County,3,13182
2687,20029,KS,Cloud County,7,1142
2688,13215,GA,Muscogee County,2,41006
2689,16029,ID,Caribou County,6,769
2690,22069,LA,Natchitoches Parish,6,11773
2691,22025,LA,Catahoula Parish,9,2485
2692,13265,GA,Taliaferro County,8,457
2693,17089,IL,Kane County,1,55134
2694,48375,TX,Potter County,3,25040
2695,31033,NE,Cheyenne County,7,935
2696,21051,KY,Clay County,7,7945
2697,37095,NC,Hyde County,9,1067
2698,22087,LA,St. Bernard Parish,1,10604
2699,51730,VA,Petersburg city,1,7884
2700,5021,AR,Clay County,7,2807
2701,18099,IN,Marshall County,6,5490
2702,51161,VA,Roanoke County,2,6774
2703,37181,NC,Vance County,4,10552
2704,21189,KY,Owsley County,9,1980
2705,35039,NM,Rio Arriba County,6,8953
2706,19095,IA,Iowa County,8,1156
2707,5027,AR,Columbia County,7,5330
2708,17135,IL,Montgomery County,6,4220
2709,51093,VA,Isle of Wight County,1,3430
2710,51007,VA,Amelia County,1,1328
2711,55045,WI,Green County,6,3002
2712,17093,IL,Kendall County,1,5778
2713,12109,FL,St. Johns County,1,17838
2714,8057,CO,Jackson County,9,191
2715,48373,TX,Polk County,6,8845
2716,1093,AL,Marion County,8,5386
2717,21009,KY,Barren County,6,9397
2718,19187,IA,Webster County,5,4874
2719,18165,IN,Vermillion County,3,2039
2720,25017,MA,Middlesex County,1,117964
2721,22039,LA,Evangeline Parish,6,9463
2722,1009,AL,Blount County,1,8033
2723,30007,MT,Broadwater County,9,604
2724,45003,SC,Aiken County,2,28039
2725,54033,WV,Harrison County,5,9851
2726,47139,TN,Polk County,3,2670
2727,21181,KY,Nicholas County,8,1376
2728,19109,IA,Kossuth County,7,1696
2729,17185,IL,Wabash County,6,1529
2730,31135,NE,Perkins County,9,301
2731,45085,SC,Sumter County,3,21320
2732,48201,TX,Harris County,1,752261
2733,46013,SD,Brown County,5,4025
2734,40145,OK,Wagoner County,2,8725
2735,22083,LA,Richland Parish,6,5299
2736,16059,ID,Lemhi County,7,1351
2737,1101,AL,Montgomery County,2,40760
2738,19141,IA,O'Brien County,7,1381
2739,37197,NC,Yadkin County,2,5202
2740,36003,NY,Allegany County,7,7836
2741,19101,IA,Jefferson County,7,2311
2742,22017,LA,Caddo Parish,2,63909
2743,22119,LA,Webster Parish,6,9276
2744,48003,TX,Andrews County,6,2073
2745,37045,NC,Cleveland County,4,19594
2746,20179,KS,Sheridan County,9,284
2747,48369,TX,Parmer County,7,1500
2748,13035,GA,Butts County,1,3586
2749,48085,TX,Collin County,1,58619
2750,46027,SD,Clay County,6,2393
2751,1039,AL,Covington County,7,7228
2752,17191,IL,Wayne County,7,2272
2753,1071,AL,Jackson County,6,9007
2754,53023,WA,Garfield County,8,308
2755,13289,GA,Twiggs County,3,1893
2756,47067,TN,Hancock County,8,1983
2757,20077,KS,Harper County,8,809
2758,36039,NY,Greene County,6,7278
2759,37013,NC,Beaufort County,6,8925
2760,13315,GA,Wilcox County,9,2115
2761,31115,NE,Loup County,9,94
2762,55043,WI,Grant County,6,7919
2763,8013,CO,Boulder County,2,33749
2764,19003,IA,Adams County,9,452
2765,28029,MS,Copiah County,2,7517
2766,48041,TX,Brazos County,3,51022
2767,5097,AR,Montgomery County,8,1956
2768,31077,NE,Greeley County,9,333
2769,17073,IL,Henry County,2,5556
2770,48433,TX,Stonewall County,8,217
2771,54041,WV,Lewis County,7,2939
2772,27077,MN,Lake of the Woods County,9,408
2773,16049,ID,Idaho County,6,2531
2774,55047,WI,Green Lake County,6,2153
2775,33001,NH,Belknap County,4,5949
2776,35051,NM,Sierra County,6,2940
2777,39057,OH,Greene County,2,18975
2778,5043,AR,Drew County,7,3387
2779,55141,WI,Wood County,4,7088
2780,38045,ND,LaMoure County,9,468
2781,20197,KS,Wabaunsee County,3,549
2782,55135,WI,Waupaca County,6,5318
2783,6019,CA,Fresno County,2,245131
2784,22065,LA,Madison Parish,7,4103
2785,21011,KY,Bath County,8,3034
2786,18017,IN,Cass County,4,4648
2787,17035,IL,Cumberland County,9,1323
2788,5149,AR,Yell County,6,3817
2789,8123,CO,Weld County,3,33377
2790,48055,TX,Caldwell County,1,6552
2791,55131,WI,Washington County,1,7496
2792,21147,KY,McCreary County,9,6168
2793,53003,WA,Asotin County,3,3225
2794,54045,WV,Logan County,6,8075
2795,48097,TX,Cooke County,6,5330
2796,21165,KY,Menifee County,9,1513
2797,48015,TX,Austin County,1,4213
2798,41007,OR,Clatsop County,4,4919
2799,26037,MI,Clinton County,2,6509
2800,1033,AL,Colbert County,3,8982
2801,56005,WY,Campbell County,5,4067
2802,16003,ID,Adams County,8,580
2803,17139,IL,Moultrie County,6,1444
2804,51035,VA,Carroll County,6,4775
2805,51099,VA,King George County,8,1728
2806,29055,MO,Crawford County,6,4449
2807,20155,KS,Reno County,4,8844
2808,45043,SC,Georgetown County,4,9222
2809,19029,IA,Cass County,6,1654
2810,6089,CA,Shasta County,3,30359
2811,39075,OH,Holmes County,7,5041
2812,35019,NM,Guadalupe County,7,955
2813,47127,TN,Moore County,9,678
2814,55107,WI,Rusk County,6,1920
2815,42079,PA,Luzerne County,2,44618
2816,39097,OH,Madison County,1,4576
2817,31091,NE,Hooker County,9,56
2818,49053,UT,Washington County,3,19795
2819,21117,KY,Kenton County,1,20493
2820,13177,GA,Lee County,3,3190
2821,20145,KS,Pawnee County,7,840
2822,55139,WI,Winnebago County,3,18883
2823,48437,TX,Swisher County,6,1511
2824,17101,IL,Lawrence County,7,2566
2825,51197,VA,Wythe County,6,4135
2826,25015,MA,Hampshire County,2,16535
2827,22103,LA,St. Tammany Parish,1,24598
2828,28041,MS,Greene County,8,2642
2829,51053,VA,Dinwiddie County,1,3565
2830,29101,MO,Johnson County,4,7187
2831,55023,WI,Crawford County,7,2212
2832,26151,MI,Sanilac County,6,6359
2833,54021,WV,Gilmer County,9,1706
2834,30023,MT,Deer Lodge County,7,1574
2835,5109,AR,Pike County,9,1927
2836,31113,NE,Logan County,9,79
